source,dim,field,water,famly,species,type,prey_cellularity,vert,major_grouping_prey_1,major_grouping_prey_2,prey,prey_species,prey_type,data_type,replace_prey,starvation_time,temp,interference,preds_per_arena,arena_2d,arena_3d,pred_mass,pred_mass_source_code,pred_mass_reg_code,prey_mass,prey_mass_source_code,prey_mass_reg_code,a_units,mean_r2_of_fits,a,a_low,a_hi,h,h_low,h_hi,n_boots,notes_1,notes_2
Vollset and Bailey 2011 J OF FISH BIOLOGY,3,,Marine,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Raw data,N,48,15,,7,,20000,2.89E+01,Original species length,Species,,,,m^3 per pred per day,0.84,1.25E-01,9.67E-02,1.62E-01,6.07E-04,5.61E-04,6.44E-04,200,Clear water,
Vollset and Bailey 2011 J OF FISH BIOLOGY,3,,Marine,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Raw data,N,48,15,,1,,20000,2.89E+01,Original species length,Species,,,,m^3 per pred per day,0.68,1.89E-01,1.37E-01,2.62E-01,6.57E-04,5.97E-04,7.48E-04,200,Clear water,
Vollset and Bailey 2011 J OF FISH BIOLOGY,3,,Marine,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Raw data,N,48,15,,7,,20000,2.89E+01,Original species length,Species,,,,m^3 per pred per day,0.91,7.43E-02,6.03E-02,9.38E-02,6.40E-04,5.62E-04,7.18E-04,200,"Turbid water, 6.8±2.2 beam attenuation coefficient (m-1)",
Vollset and Bailey 2011 J OF FISH BIOLOGY,3,,Marine,Gasterosteiformes,Gasterosteus aculeatus,Wild caught,Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia spp.,,Raw data,N,48,15,,1,,20000,2.89E+01,Original species length,Species,,,,m^3 per pred per day,0.7,1.17E-01,8.48E-02,1.61E-01,6.74E-04,5.78E-04,7.64E-04,200,"Turbid water, 6.8±2.2 beam attenuation coefficient (m-1)",
Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Micropterus salmoides,"Juvenile, wild caught",Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,Mean,N,24,23,,1,,300000,7.84E+03,Original species length,Species,5.33E+01,Original species length,Species,m^3 per pred per day,0.37,1.49E+00,6.53E-01,4.42E+00,1.77E-02,7.21E-03,3.02E-02,200,"High habitat complexity, 2700 polyethylene strips (40mmx15mm) per m2",
Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Micropterus salmoides,"Juvenile, wild caught",Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,Mean,N,24,23,,1,,300000,7.84E+03,Original species length,Species,5.33E+01,Original species length,Species,m^3 per pred per day,0.53,4.23E+00,3.35E+00,5.35E+00,1.44E-02,1.26E-02,1.68E-02,200,"Medium habitat complexity, 1800 polyethylene strips (40mmx15mm) per m2",
Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Micropterus salmoides,"Juvenile, wild caught",Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,Mean,N,24,23,,1,,300000,7.84E+03,Original species length,Species,5.33E+01,Original species length,Species,m^3 per pred per day,0.7,3.35E+00,2.19E+00,4.70E+00,1.13E-02,7.81E-03,1.49E-02,200,"Low habitat complexity, 900 polyethylene strips (40mmx15mm) per m2",
Alexander et al 2015 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Micropterus salmoides,"Juvenile, wild caught",Metazoan,Vertebrate,Fish,Poeciliidae,Guppy,Poecilia reticulata,female,Mean,N,24,23,,1,,300000,7.84E+03,Original species length,Species,5.33E+01,Original species length,Species,m^3 per pred per day,0.7,1.85E+00,8.84E-01,3.29E+00,1.09E-02,4.40E-03,1.87E-02,200,Zero habitat complexity,
Ohlberger et al 2008 CJFAS,3,,Fresh,Salmoniformes,Coregonus albula,Juvenile,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,8,,1,,80000,6.77E+03,Original species length,Species,8.69E-01,Original species length,Order,m^3 per pred per day,0.87,3.68E+01,2.85E+01,4.72E+01,1.43E-05,1.23E-05,1.75E-05,200,5±0.01 lux,
Ohlberger et al 2008 CJFAS,3,,Fresh,Salmoniformes,Coregonus fontanae,Juvenile,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,8,,1,,80000,4.55E+03,Original species length,Genus,8.69E-01,Original species length,Order,m^3 per pred per day,0.84,3.42E+01,2.63E+01,4.43E+01,1.98E-05,1.73E-05,2.27E-05,200,5±0.01 lux,
Ohlberger et al 2008 CJFAS,3,,Fresh,Salmoniformes,Coregonus albula,Juvenile,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,8,,1,,80000,6.77E+03,Original species length,Species,8.69E-01,Original species length,Order,m^3 per pred per day,0.89,2.24E+01,1.74E+01,2.94E+01,1.76E-05,1.42E-05,2.15E-05,200,0.5±0.02 lux,
Ohlberger et al 2008 CJFAS,3,,Fresh,Salmoniformes,Coregonus fontanae,Juvenile,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,8,,1,,80000,4.55E+03,Original species length,Genus,8.69E-01,Original species length,Order,m^3 per pred per day,0.86,1.92E+01,1.38E+01,2.46E+01,2.14E-05,1.63E-05,2.65E-05,200,0.5±0.02 lux,
Ohlberger et al 2008 CJFAS,3,,Fresh,Salmoniformes,Coregonus albula,Juvenile,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,8,,1,,80000,6.77E+03,Original species length,Species,8.69E-01,Original species length,Order,m^3 per pred per day,0.84,4.07E+00,2.65E+00,6.52E+00,3.66E-05,1.63E-05,6.30E-05,200,0.05±0.005 lux,
Ohlberger et al 2008 CJFAS,3,,Fresh,Salmoniformes,Coregonus fontanae,Juvenile,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,8,,1,,80000,4.55E+03,Original species length,Genus,8.69E-01,Original species length,Order,m^3 per pred per day,0.95,3.45E+00,2.52E+00,4.41E+00,3.02E-05,1.71E-05,4.14E-05,200,0.05±0.005 lux,
Persson and Greenberg 1990 ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,0+ year,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia spp. ,Large,Mean,N,,,,,,124800000,9.45E+02,Alternate species length,Species,1.15E+00,Original species length,Order,m^3 per pred per day,0.97,1.87E+02,1.72E+02,2.01E+02,1.07E-05,1.05E-05,1.09E-05,200,Predator mass is wet weight,
Persson and Greenberg 1990 ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,0+ year,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia spp. ,Medium,Mean,N,,,,,,124800000,9.45E+02,Alternate species length,Species,2.03E-01,Original species length,Order,m^3 per pred per day,0.86,8.91E+01,8.34E+01,9.49E+01,1.05E-05,1.02E-05,1.08E-05,200,Predator mass is wet weight,
Persson and Greenberg 1990 ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,0+ year,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia spp. ,Small,Mean,N,,,,,,124800000,9.45E+02,Alternate species length,Species,2.97E-02,Original species length,Order,m^3 per pred per day,0.98,5.08E+00,4.63E+00,5.52E+00,7.57E-06,6.66E-06,8.34E-06,200,Predator mass is wet weight,
Hedgespeth et al 2014 AQUATIC TOXICOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,"Juvenile, wild caught",Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,12,12,,1,,3500,9.45E+02,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.28,8.07E+00,6.33E+00,1.06E+01,2.44E-05,2.21E-05,2.68E-05,200,,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Perca fluviatilis,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,20,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.65,1.35E+02,1.01E+02,1.75E+02,1.12E-05,9.51E-06,1.34E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Gymnocephalus cernua,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,20,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.42,5.11E+01,3.01E+01,7.51E+01,3.59E-05,2.95E-05,4.40E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Perca fluviatilis,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,16,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.57,2.13E+02,1.32E+02,3.26E+02,1.18E-05,1.05E-05,1.32E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Gymnocephalus cernua,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,16,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.65,1.71E+01,1.10E+01,2.82E+01,3.72E-05,2.59E-05,4.82E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Perca fluviatilis,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,12,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.36,6.39E+01,2.80E+01,1.55E+02,1.93E-05,1.16E-05,2.57E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Gymnocephalus cernua,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,13,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.62,1.97E+01,1.29E+01,3.17E+01,5.18E-05,4.35E-05,6.31E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Perca fluviatilis,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,8,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.18,2.74E+02,1.54E+02,7.12E+02,3.32E-05,2.93E-05,3.90E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Gymnocephalus cernua,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,8,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.42,4.83E+01,3.18E+01,7.81E+01,5.31E-05,4.55E-05,6.30E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Perca fluviatilis,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,4,,2,,90000,1.22E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.09,1.34E+02,3.96E+01,7.28E+02,7.51E-05,6.11E-05,8.58E-05,200,Predator mass is wet weight,
Bergman 1987 ENVIRONMENTAL BIOLOGY OF FISHES,3,,Fresh,Perciformes,Gymnocephalus cernua,Adult?,Metazoan,Invertebrate,Insect,Chaoboridae,Phantom midge,Chaoborus obscuripes,Adult?,Mean,N,40,4,,2,,90000,1.50E+04,Original species length,Species,8.69E+00,Alternate species length,Order,m^3 per pred per day,0.49,2.14E+01,1.03E+01,3.49E+01,6.58E-05,4.85E-05,8.34E-05,200,Predator mass is wet weight,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Larvae,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,19.8,,3,,30000,9.95E+01,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.46,4.44E-02,1.27E-02,1.47E-01,3.67E-04,2.43E-11,8.96E-04,200,"Sedimentary turbidity, lake sediment, particles <75 micrometers",
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Larvae,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,19.8,,3,,30000,9.95E+01,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.42,2.66E-02,8.03E-03,1.16E-01,5.12E-04,2.34E-11,1.39E-03,200,Turbidity from phytoplankton supplemented with spinach slurry,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Larvae,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,19.8,,3,,30000,9.95E+01,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.25,7.85E-02,7.63E-03,5.02E-01,8.45E-04,2.33E-11,1.42E-03,200,<5-20 NTU Sedimentary turbidity,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Larvae,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,19.8,,3,,30000,9.95E+01,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.73,3.15E-02,1.91E-02,6.39E-02,3.32E-04,1.80E-04,4.81E-04,200,50-100 NTU Sedimentary turbidity,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Larvae,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,19.8,,3,,30000,9.95E+01,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.51,3.43E-02,1.23E-02,9.59E-02,4.99E-04,2.02E-04,7.71E-04,200,<5-20 NTU Phytoplanktonic turbidity,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Larvae,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,19.8,,3,,30000,9.95E+01,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.39,2.79E-02,1.76E-02,6.07E-02,8.21E-04,6.13E-04,1.13E-03,200,50-100 NTU Phytoplanktonic turbidity,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Juvenile,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,22.5,,3,,30000,1.32E+03,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.59,4.76E-02,1.92E-02,1.27E-01,1.37E-04,2.42E-11,2.92E-04,200,"Sedimentary turbidity, lake sediment, particles <75 micrometers",
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Juvenile,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,22.5,,3,,30000,1.32E+03,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.43,8.45E-02,2.49E-02,3.41E-01,2.92E-04,2.08E-12,1.55E-03,200,Turbidity from phytoplankton supplemented with spinach slurry,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Juvenile,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,22.5,,3,,30000,1.32E+03,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.61,3.29E-02,1.68E-02,6.69E-02,2.47E-11,1.15E-12,1.63E-04,200,<5-20 NTU Sedimentary turbidity,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Juvenile,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,22.5,,3,,30000,1.32E+03,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.6,6.89E-02,2.83E-02,1.75E-01,3.01E-04,1.04E-04,4.79E-04,200,50-100 NTU Sedimentary turbidity,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Juvenile,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,22.5,,3,,30000,1.32E+03,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.64,4.27E-02,1.97E-02,1.14E-01,8.30E-05,1.16E-12,7.55E-04,200,<5-20 NTU Phytoplanktonic turbidity,
Wellington et al 2010 J OF FISH BIOLOGY,3,,Fresh,Perciformes,Perca flavescens,Juvenile,Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,20,22.5,,3,,30000,1.32E+03,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.14,2.12E-02,3.38E-03,1.33E-01,1.02E-02,5.44E-03,1.59E-02,200,50-100 NTU Phytoplanktonic turbidity,
Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY,3,,Marine,Perciformes,Perca fluviatilis,"Young of the year, Wild caught",Metazoan,Invertebrate,Crustacean,Mysid,Mysid,Neomysis integer,Wild caught,Mean,N,12,20,,1 or 3,,130000,1.99E+03,Original species length,Species,,,,m^3 per pred per day,0.17,3.28E+01,1.89E+01,8.36E+01,1.08E-03,9.29E-04,1.28E-03,200,"Clear water, 3NTU, prey mass is wet mass",
Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY,3,,Marine,Perciformes,Perca fluviatilis,"Young of the year, Wild caught",Metazoan,Invertebrate,Crustacean,Mysid,Mysid,Neomysis integer,Wild caught,Mean,N,12,20,,1 or 3,,130000,1.99E+03,Original species length,Species,,,,m^3 per pred per day,0.33,1.13E+01,6.73E+00,2.33E+01,1.33E-03,1.10E-03,1.61E-03,200,"Turbid water, 25NTU, turbidity from bentonite clay, prey mass is wet mass",
Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY,3,,Marine,Perciformes,Sander lucioperca,"Young of the year, Wild caught",Metazoan,Invertebrate,Crustacean,Mysid,Mysid,Neomysis integer,Wild caught,Mean,N,12,20,,1 or 3,,130000,1.62E+03,Original species length,Species,,,,m^3 per pred per day,0.36,7.64E+00,4.64E+00,1.50E+01,1.36E-03,1.11E-03,1.69E-03,200,"Clear water, 3NTU, prey mass is wet mass",
Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY,3,,Marine,Perciformes,Sander lucioperca,"Young of the year, Wild caught",Metazoan,Invertebrate,Crustacean,Mysid,Mysid,Neomysis integer,Wild caught,Mean,N,12,20,,1 or 3,,130000,1.62E+03,Original species length,Species,,,,m^3 per pred per day,0.38,7.63E+00,4.81E+00,1.32E+01,1.25E-03,1.02E-03,1.59E-03,200,"Turbid water, 25NTU, turbidity from bentonite clay, prey mass is wet mass",
Hjelm and Johansson 2003 PRSLB,3,,Fresh,Cypriniformes,Rutilus rutilus,"Young of the year, born 1995",Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,,,,1,,20000,6.34E+02,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.96,1.16E+01,1.07E+01,1.23E+01,1.04E-05,1.00E-05,1.08E-05,200,"Wide gill rakers, 0.20±0.002mm",
Hjelm and Johansson 2003 PRSLB,3,,Fresh,Cypriniformes,Rutilus rutilus,"Young of the year, born 1997",Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,,,,1,,20000,6.34E+02,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.96,1.51E+01,1.41E+01,1.60E+01,9.92E-06,9.57E-06,1.03E-05,200,"Narrow gill rakers, 0.18±0.003mm",
Hjelm and Johansson 2003 PRSLB,3,,Fresh,Cypriniformes,Rutilus rutilus,"Young of the year, born 1995",Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,,,,1,,20000,6.34E+02,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.92,1.70E+01,1.57E+01,1.83E+01,1.10E-05,1.06E-05,1.15E-05,200,"Wide gill rakers, 0.20±0.002mm",
Hjelm and Johansson 2003 PRSLB,3,,Fresh,Cypriniformes,Rutilus rutilus,"Young of the year, born 1997",Metazoan,Invertebrate,,,Zooplankton,,Adult?,Mean,N,,,,1,,20000,6.34E+02,Original species length,Species,2.75E-02,Alternate zooplankton mass,Zooplankton,m^3 per pred per day,0.94,1.26E+01,1.17E+01,1.35E+01,1.10E-05,1.05E-05,1.14E-05,200,"Narrow gill rakers, 0.18±0.003mm",
Johansson and Leonardsson 1998 CAN J OF ZOOL,3,,Fresh,Cyprinodontiformes,Gambusia affinis,,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia pulex,Adult?,Mean,N,,18,Y,1,,16000,1.39E+02,Original species length,Species,6.57E-02,Original speices length,Order,m^3 per pred per day,0.05,7.15E+00,1.89E+00,1.66E+02,1.13E-04,5.92E-05,1.49E-04,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",
Johansson and Leonardsson 1998 CAN J OF ZOOL,3,,Fresh,Cyprinodontiformes,Gambusia affinis,,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia pulex,Adult?,Mean,N,,18,Y,6,,16000,1.39E+02,Original species length,Species,6.57E-02,Original speices length,Order,m^3 per pred per day,0.09,2.46E+01,1.11E+01,7.98E+01,8.28E-05,6.71E-05,1.01E-04,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",
Johansson and Leonardsson 1998 CAN J OF ZOOL,3,,Fresh,Cyprinodontiformes,Gambusia affinis,,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia pulex,Adult?,Mean,N,,18,Y,12,,16000,1.39E+02,Original species length,Species,6.57E-02,Original speices length,Order,m^3 per pred per day,0.34,6.02E+00,3.53E+00,1.20E+01,8.04E-05,5.99E-05,1.03E-04,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",
Johansson and Leonardsson 1998 CAN J OF ZOOL,3,,Fresh,Cyprinodontiformes,Gambusia affinis,,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia pulex,Adult?,Mean,N,,18,Y,18,,16000,1.39E+02,Original species length,Species,6.57E-02,Original speices length,Order,m^3 per pred per day,0.37,4.21E+00,1.89E+00,7.80E+00,7.07E-05,2.82E-05,1.01E-04,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",
Johansson 1987 OECOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,18.5,,2,,70000,1.02E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.59,2.43E+02,1.78E+02,3.94E+02,6.37E-06,5.55E-06,7.66E-06,200,,
Johansson 1987 OECOLOGIA,3,,Fresh,Cypriniformes,Scardinius erythrophthalmus,,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Raw data,N,,18.5,,2,,70000,1.11E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.52,2.65E+02,1.86E+02,4.14E+02,1.02E-05,8.90E-06,1.12E-05,200,,
Johansson 1987 OECOLOGIA,3,,Fresh,Cypriniformes,Rutilus rutilus,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Cyclops sp.,Adult?,Raw data,N,,18.5,,2,,70000,1.02E+04,Original species length,Species,1.17E-01,Original speices length,Order,m^3 per pred per day,0.74,2.99E+01,2.17E+01,4.09E+01,1.27E-05,1.07E-05,1.45E-05,200,,
Johansson 1987 OECOLOGIA,3,,Fresh,Cypriniformes,Scardinius erythrophthalmus,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Cyclops sp.,Adult?,Raw data,N,,18.5,,2,,70000,1.11E+04,Original species length,Species,1.17E-01,Original speices length,Order,m^3 per pred per day,0.7,1.68E+01,1.25E+01,2.37E+01,1.86E-05,1.61E-05,2.16E-05,200,,
Johnson 2006 ECOLOGY,3,,Marine,Scorpaeniformes,Sebastes paucispinus,"Young of the year, wild caught",Metazoan,Vertebrate,Fish,Sebastidae,"Kelp, Gopher, Black-and-Yellow Rockfish","Sebastes atrovirens, S. carnatus, S. chrysomelas","Juvenile, wild caught",Raw data,N,96,,Y,1,,9000000,2.78E+04,Original species length,Genus,1.54E+02,Original speices length,Genus,m^3 per pred per day,0.19,5.17E-01,1.46E-01,4.84E+00,6.41E-01,5.00E-10,1.47E+00,200,,
Johnson 2006 ECOLOGY,3,,Marine,Scorpaeniformes,Sebastes paucispinus,"Young of the year, wild caught",Metazoan,Vertebrate,Fish,Sebastidae,"Kelp, Gopher, Black-and-Yellow Rockfish","Sebastes atrovirens, S. carnatus, S. chrysomelas","Juvenile, wild caught",Raw data,N,96,,Y,3,,9000000,2.78E+04,Original species length,Genus,1.54E+02,Original speices length,Genus,m^3 per pred per day,0.51,1.32E-01,9.80E-02,2.91E-01,8.01E-08,7.61E-10,1.09E+00,200,,
Johnson 2006 ECOLOGY,3,,Marine,Scorpaeniformes,Sebastes paucispinus,"Young of the year, wild caught",Metazoan,Vertebrate,Fish,Sebastidae,"Kelp, Gopher, Black-and-Yellow Rockfish","Sebastes atrovirens, S. carnatus, S. chrysomelas","Juvenile, wild caught",Raw data,N,96,,Y,5,,9000000,2.78E+04,Original species length,Genus,1.54E+02,Original speices length,Genus,m^3 per pred per day,0.69,1.75E-01,1.32E-01,2.20E-01,5.00E-10,5.00E-10,3.97E-02,200,,
S?rnes and Aksnes 2004 LIMNOLOGY AND OCEANOGRAPHY,3,,Marine,Perciformes,Gobiusculus flavescens,"Adult, males",Metazoan,Invertebrate,Crustacean,Branchiopod,Brine shrimp,Artemia sp.,Nauplii,Mean,N,,12,,1,,32400,7.34E+02,Original species length,Family,,,,m^3 per pred per day,0.7,2.99E+00,1.59E+00,5.69E+00,2.69E-05,2.12E-05,3.29E-05,200,,
Bergman 1988 J OF ANIMAL ECOLOGY,3,,Fresh,Perciformes,Perca fluviatilis,Wild caught,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,Adult?,Mean,N,,18,,2,,90000,1.22E+04,Original species length,Species,9.90E-01,Average species mass,,m^3 per pred per day,0.35,2.01E+02,1.14E+02,4.30E+02,1.24E-05,1.11E-05,1.40E-05,200,10lux,
